!distain	!distain		Remote Control	S:\Music\!distain\Unknown Album\!distain - Remote Control.mp3
2Cellos	2Cellos	Youtube	Hurt	S:\Music\2Cellos\Youtube\2Cellos - Hurt.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Mouth on Fire	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 05 - Mouth on Fire.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Hounds	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 06 - Hounds.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Rain of Blossoms	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 07 - Rain of Blossoms.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Separated	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 08 - Separated.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Escape	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 09 - Escape.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Face On	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 10 - Face On.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Tsume no Suna	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 11 - Tsume no Suna.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Flying to You	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 12 - Flying to You.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Night Owl	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 13 - Night Owl.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Shi no Mori	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 14 - Shi no Mori.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Indiana	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 15 - Indiana.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Amore Amoro	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 16 - Amore Amoro.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Friends	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 17 - Friends.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Float	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 19 - Float.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Trace	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 20 - Trace.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Sad Moon	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 21 - Sad Moon.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Cloud 9	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 22 - Cloud 9.mp3
Yoko Kanno	Wolf's Rain	Wolf's Rain OST 2	Go to Paradise	S:\Music\Wolf's Rain\Wolf's Rain OST 2\Yoko Kanno - 23 - Go to Paradise.mp3
Mozart	Wolfgang Amadeus Mozart	Requiem	Introitus	S:\Music\Wolfgang Amadeus Mozart\Requiem\Mozart - 01 - Introitus.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Overture The Marriage of Figaro	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 01 - Overture The Marriage of Figaro.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Hallelujah From Exultate Jubilate	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 02 - Hallelujah From Exultate Jubilate.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Flute Concerto in D Major	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 03 - Flute Concerto in D Major.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Eine Kleine Nachtmusik	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 04 - Eine Kleine Nachtmusik.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Violin Concerto in D Major	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 05 - Violin Concerto in D Major.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Symphony No. 35 in D Major 'Haffner'	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 06 - Symphony No. 35 in D Major 'Haffner'.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Overture The Majic Flute	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 07 - Overture The Majic Flute.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Laudate Dominum	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 08 - Laudate Dominum.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Rondo Alla Turka	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 09 - Rondo Alla Turka.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Symphony No. 29 in A Major	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 10 - Symphony No. 29 in A Major.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Horn Concerto No. 3 in E Flat Major	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 11 - Horn Concerto No. 3 in E Flat Major.mp3
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart	The Great Composers: Mozart (Disc 1)	Symphony No. 41 in C 'Jupiter'	S:\Music\Wolfgang Amadeus Mozart\The Great Composers_ Mozart (Disc 1\Wolfgang Amadeus Mozart - 12 - Symphony No. 41 in C 'Jupiter'.mp3
Wolfgang Gartner	Wolfgang Gartner	Love & War	Love & War	S:\Music\Wolfgang Gartner\Love & War\Wolfgang Gartner - 01 - Love & War.mp3
Richie Spice	Wright & Bastard	Augmented Mind	Earth A Run Red (Wright & Bastard Remix)	S:\Music\Wright & Bastard\Augmented Mind\Richie Spice - 05 - Earth A Run Red (Wright & Bastard Remix).mp3
Wintermute & Bastard	Wright & Bastard	Augmented Mind	Funk Renegade	S:\Music\Wright & Bastard\Augmented Mind\Wintermute & Bastard - 01 - Funk Renegade.mp3
Wintermute & Bastard	Wright & Bastard	Augmented Mind	Natural Born Vibes	S:\Music\Wright & Bastard\Augmented Mind\Wintermute & Bastard - 06 - Natural Born Vibes.mp3
Wright & Bastard	Wright & Bastard	Augmented Mind	Which Way?	S:\Music\Wright & Bastard\Augmented Mind\Wright & Bastard - 02 - Which Way_.mp3
Wright & Bastard	Wright & Bastard	Augmented Mind	Crankshaft 2.0	S:\Music\Wright & Bastard\Augmented Mind\Wright & Bastard - 03 - Crankshaft 2.0.mp3
Wright & Bastard	Wright & Bastard	Augmented Mind	Everything Is Under Control	S:\Music\Wright & Bastard\Augmented Mind\Wright & Bastard - 04 - Everything Is Under Control.mp3
Wright & Bastard	Wright & Bastard	Augmented Mind	Vanilla	S:\Music\Wright & Bastard\Augmented Mind\Wright & Bastard - 07 - Vanilla.mp3
Wright & Bastard	Wright & Bastard	Augmented Mind	Raining Birds	S:\Music\Wright & Bastard\Augmented Mind\Wright & Bastard - 08 - Raining Birds.mp3
Wyclef Jean	Wyclef Jean	The Carnival	Guantanamera	S:\Music\Wyclef Jean\The Carnival\Wyclef Jean - 03 - Guantanamera.mp3
Wyclef Jean	Wyclef Jean		Gone Till November	S:\Music\Wyclef Jean\Unknown Album\Wyclef Jean - Gone Till November.mp3
Wyclef Jean	Wyclef Jean		No Woman No Cry	S:\Music\Wyclef Jean\Unknown Album\Wyclef Jean - No Woman No Cry.mp3
XEX	XEX	Equestria Girls: Rainbow Rocks	Shine Like Rainbows (XEX Remix)	S:\Music\XEX\Equestria Girls_ Rainbow Rocks\XEX - Shine Like Rainbows (XEX Remix).mp3
XIT	XIT	Silent Warrior	We live	S:\Music\XIT\Silent Warrior\XIT - 01 - We live.mp3
XIT	XIT	Silent Warrior	Awakening	S:\Music\XIT\Silent Warrior\XIT - 02 - Awakening.mp3
XIT	XIT	Silent Warrior	Birth	S:\Music\XIT\Silent Warrior\XIT - 03 - Birth.mp3
XIT	XIT	Silent Warrior	Reservation of education	S:\Music\XIT\Silent Warrior\XIT - 04 - Reservation of education.mp3
XIT	XIT	Silent Warrior	Color nature gone	S:\Music\XIT\Silent Warrior\XIT - 05 - Color nature gone.mp3
XIT	XIT	Silent Warrior	Cement prairie	S:\Music\XIT\Silent Warrior\XIT - 06 - Cement prairie.mp3
XIT	XIT	Silent Warrior	Young warrior	S:\Music\XIT\Silent Warrior\XIT - 07 - Young warrior.mp3
XIT	XIT	Silent Warrior	Anthem of the American Indian	S:\Music\XIT\Silent Warrior\XIT - 08 - Anthem of the American Indian.mp3
Xploding Plastix	Xploding Plastix	Plastic Surgery 3 CD1	Treat Me Mean, I Need The Reputation	S:\Music\Xploding Plastix\Plastic Surgery 3 CD1\Xploding Plastix - 05 - Treat Me Mean, I Need The Reputation.mp3
Yann Tiersen	Yann Tiersen	Trame Sonore Amélie Poulain	J'y suis jamais allé	S:\Music\Yann Tiersen\Trame Sonore Amélie Poulain\Yann Tiersen - 01 - J'y suis jamais allé.mp3
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST	Leaving the Body	S:\Music\Yasunori Mitsuda\Chrono Cross OST\Yasunori Mitsuda - 13 - Leaving the Body.mp3
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Scars Left by Time	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 01 - Scars Left by Time.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	The Point Between Life and Death	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 02 - The Point Between Life and Death.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Arni Village - Home	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 03 - Arni Village - Home.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	The Grasslands of Time - Home World	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 04 - The Grasslands of Time - Home World.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Dancing with the Lizards	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 05 - Dancing with the Lizards.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Reminiscence ~Indelible Memories~	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 06 - Reminiscence ~Indelible Memories~.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	On the Shores of a Dream - Another World	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 07 - On the Shores of a Dream - Another World.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Arni Village - Another	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 08 - Arni Village - Another.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Transient Memories	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 09 - Transient Memories.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Lost Fragments	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 10 - Lost Fragments.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Drowned Valley	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 11 - Drowned Valley.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Termina - Another	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 12 - Termina - Another.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Those Who Have Departed	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 13 - Those Who Have Departed.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Forest of the Piercing Shadows	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 14 - Forest of the Piercing Shadows.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Viper Manor	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 15 - Viper Manor.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Victory ~The Gift of Spring~	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 16 - Victory ~The Gift of Spring~.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	The Lost Child of Time	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 17 - The Lost Child of Time.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Guldove - Another	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 18 - Guldove - Another.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	The Hydra Marshes	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 19 - The Hydra Marshes.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Fragments of Dreams	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 20 - Fragments of Dreams.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Voyage - Another World	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 21 - Voyage - Another World.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Phantom Ship	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 22 - Phantom Ship.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Mount Pyre	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 23 - Mount Pyre.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Fort Dragonia	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 24 - Fort Dragonia.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 1 "Cause")	Grief	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 1 _Cause_)\Yasunori Mitsuda - 25 - Grief.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	The Beginning of a Dream	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 01 - The Beginning of a Dream.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	The Space Between Dimensions	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 02 - The Space Between Dimensions.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Termina - Home	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 03 - Termina - Home.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Knights of the Dragon	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 04 - Knights of the Dragon.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Voyage - Home World	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 05 - Voyage - Home World.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Guldove - Home	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 06 - Guldove - Home.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Marbule - Home	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 07 - Marbule - Home.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Zelbess	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 08 - Zelbess.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	The Super Astonishingly Great Magic Troupe	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 09 - The Super Astonishingly Great Magic Troupe.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Nap	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 10 - Nap.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Chronomantique	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 11 - Chronomantique.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Dilemma	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 12 - Dilemma.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Optimism	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 13 - Optimism.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Island of the Dead	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 14 - Island of the Dead.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	The Dead Sea - A Tower of Ruins	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 15 - The Dead Sea - A Tower of Ruins.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Those Imprisoned by Fate	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 16 - Those Imprisoned by Fate.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Already Lost, Light	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 17 - Already Lost, Light.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Island of the Earth Dragon	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 18 - Island of the Earth Dragon.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Gaea's Navel	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 19 - Gaea's Navel.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Hurricane	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 20 - Hurricane.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Victory ~Call of the Summer~	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 21 - Victory ~Call of the Summer~.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Marbule - Another	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 22 - Marbule - Another.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Magic of the Fairies	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 23 - Magic of the Fairies.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Etude 1	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 24 - Etude 1.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	Etude 2	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 25 - Etude 2.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 2 "Acceptance")	MAGICAL DREAMERS ~The Wind, Stars, and Waves~	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 2 _Acceptanc\Yasunori Mitsuda - 26 - MAGICAL DREAMERS ~The Wind, Stars, and Waves~.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	Garden of the Gods	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 01 - Garden of the Gods.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	Chronopolis	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 02 - Chronopolis.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	FATES ~God of Destiny~	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 03 - FATES ~God of Destiny~.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	Jellyfish Sea	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 04 - Jellyfish Sea.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	An Orphanage in Flames	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 05 - An Orphanage in Flames.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	The Girl Who Stole the Stars	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 06 - The Girl Who Stole the Stars.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	A Time of a Dream	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 07 - A Time of a Dream.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	Prayer of the Dragons	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 08 - Prayer of the Dragons.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	Tower of the Stars	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 09 - Tower of the Stars.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	Frozen Flame	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 10 - Frozen Flame.m4a
Yasunori Mitsuda	Yasunori Mitsuda	Chrono Cross OST (Disc 3 "Revolution")	Dragon God	S:\Music\Yasunori Mitsuda\Chrono Cross OST (Disc 3 _Revolutio\Yasunori Mitsuda - 11 - Dragon God.m4a
